Country,Metric,Min,P25,P50,P75,Max
IT,carbon-intensity,219.02932922655702,241.06031827515406,279.20291581108864,285.00850444900755,296.74620807665985
IT,cfe,42.2031759069131,45.728436002737894,47.600109514031445,53.14918035592065,57.42364818617372
SE,carbon-intensity,3.1500616016427134,3.765761464750164,4.293637919233399,4.876137919233405,5.947180013689255
SE,cfe,99.21393566050644,99.33800650239571,99.41132785763176,99.47249486652974,99.54097878165642
