Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,Great Britain,Great Britain,GB,62.4,91.22,86.0,60.11, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 01:00:00,Great Britain,Great Britain,GB,64.93,94.42,85.67,60.28, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 02:00:00,Great Britain,Great Britain,GB,57.13,85.0,86.91,60.44, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 03:00:00,Great Britain,Great Britain,GB,58.44,86.66,86.58,59.12, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 04:00:00,Great Britain,Great Britain,GB,62.46,91.85,85.69,57.43, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 05:00:00,Great Britain,Great Britain,GB,63.36,92.53,85.58,56.66, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 06:00:00,Great Britain,Great Britain,GB,64.59,94.0,85.35,56.49, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 07:00:00,Great Britain,Great Britain,GB,66.69,96.62,84.87,56.31, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 08:00:00,Great Britain,Great Britain,GB,64.25,93.6,85.48,58.41, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 09:00:00,Great Britain,Great Britain,GB,58.54,87.1,87.18,61.79, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 10:00:00,Great Britain,Great Britain,GB,56.43,86.03,87.59,62.29, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 11:00:00,Great Britain,Great Britain,GB,58.54,90.64,87.25,63.33, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 12:00:00,Great Britain,Great Britain,GB,62.26,96.8,86.38,63.14, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 13:00:00,Great Britain,Great Britain,GB,68.43,104.18,84.56,60.95, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 14:00:00,Great Britain,Great Britain,GB,77.0,115.61,82.22,57.75, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 15:00:00,Great Britain,Great Britain,GB,100.11,145.49,76.47,51.84, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 16:00:00,Great Britain,Great Britain,GB,127.72,179.71,69.99,45.73, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 17:00:00,Great Britain,Great Britain,GB,139.93,195.59,67.13,44.13, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 18:00:00,Great Britain,Great Britain,GB,140.98,197.14,66.84,42.83, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 19:00:00,Great Britain,Great Britain,GB,135.96,191.54,67.54,42.22, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 20:00:00,Great Britain,Great Britain,GB,135.1,190.49,67.73,40.71, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 21:00:00,Great Britain,Great Britain,GB,134.66,188.66,68.69,40.06, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 22:00:00,Great Britain,Great Britain,GB,124.1,175.65,71.81,40.73, nationalgrideso.com; elexon.co.uk,false,
2023-01-01 23:00:00,Great Britain,Great Britain,GB,123.39,174.43,72.37,38.75, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 00:00:00,Great Britain,Great Britain,GB,116.89,167.58,73.2,38.47, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 01:00:00,Great Britain,Great Britain,GB,105.7,151.89,75.52,40.63, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 02:00:00,Great Britain,Great Britain,GB,102.45,146.54,76.5,41.04, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 03:00:00,Great Britain,Great Britain,GB,96.68,139.08,78.15,42.01, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 04:00:00,Great Britain,Great Britain,GB,99.15,143.8,77.59,40.14, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 05:00:00,Great Britain,Great Britain,GB,96.14,143.76,77.94,43.49, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 06:00:00,Great Britain,Great Britain,GB,111.37,164.26,74.38,43.13, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 07:00:00,Great Britain,Great Britain,GB,121.2,175.97,71.36,42.72, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 08:00:00,Great Britain,Great Britain,GB,127.1,184.37,69.59,44.68, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 09:00:00,Great Britain,Great Britain,GB,127.84,186.05,69.86,47.54, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 10:00:00,Great Britain,Great Britain,GB,112.61,167.29,73.89,52.25, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 11:00:00,Great Britain,Great Britain,GB,113.91,170.14,73.07,53.05, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 12:00:00,Great Britain,Great Britain,GB,109.81,164.64,74.39,53.86, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 13:00:00,Great Britain,Great Britain,GB,119.4,176.64,71.75,51.61, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 14:00:00,Great Britain,Great Britain,GB,129.14,187.04,69.33,47.06, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 15:00:00,Great Britain,Great Britain,GB,155.0,219.82,62.26,40.18, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 16:00:00,Great Britain,Great Britain,GB,165.98,233.33,59.3,36.67, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 17:00:00,Great Britain,Great Britain,GB,178.46,247.69,57.09,35.95, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 18:00:00,Great Britain,Great Britain,GB,180.0,249.75,56.69,35.33, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 19:00:00,Great Britain,Great Britain,GB,178.01,247.24,57.19,34.55, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 20:00:00,Great Britain,Great Britain,GB,170.01,237.37,58.96,34.58, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 21:00:00,Great Britain,Great Britain,GB,157.8,220.03,62.6,36.24, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 22:00:00,Great Britain,Great Britain,GB,126.64,181.76,71.34,42.72, nationalgrideso.com; elexon.co.uk,false,
2023-01-02 23:00:00,Great Britain,Great Britain,GB,91.47,140.32,79.86,49.32, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 00:00:00,Great Britain,Great Britain,GB,77.99,123.43,83.09,51.47, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 01:00:00,Great Britain,Great Britain,GB,75.8,122.25,83.02,52.15, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 02:00:00,Great Britain,Great Britain,GB,73.71,120.32,83.12,52.97, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 03:00:00,Great Britain,Great Britain,GB,66.21,110.64,84.67,56.6, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 04:00:00,Great Britain,Great Britain,GB,61.35,104.41,85.64,60.34, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 05:00:00,Great Britain,Great Britain,GB,59.04,100.85,86.21,63.09, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 06:00:00,Great Britain,Great Britain,GB,69.06,108.04,83.51,62.23, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 07:00:00,Great Britain,Great Britain,GB,81.22,125.5,79.81,61.36, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 08:00:00,Great Britain,Great Britain,GB,86.62,131.6,78.57,62.65, nationalgrideso.com; elexon.co.uk,false,
2023-01-03 09:00:00,Great Britain,Great Britain,GB,90.44,134.86,78.46,61.84, nationalgrideso.com; elexon.co.uk,false,
